run_id,symbol,asset_id,asset_type,status,source_tables,source_date_min,source_date_max,source_row_count,as_of_date,output_path,sha256,blocking_reasons,warnings
stage13-20260727-reverify-remediation,601012,activity_components,chart,AVAILABLE,database/akshare_features_stage7.duckdb:analysis.analysis_stock_activity,2026-07-27,2026-07-27,1,2026-07-27,charts/601012/activity_components.png,9209ef567860441921c1495fca61018230780aac761226f7cfd4f71909f40979,,
stage13-20260727-reverify-remediation,601012,financial_trend,chart,AVAILABLE,Stage 5 fact_financial_statement (announcement-date visible),2023-08-31,2026-04-29,24,2026-07-27,charts/601012/financial_trend.png,6da48c0c70626016f1ff6c59351954a6a2fe579e1e1e4fa781249c8733758bf1,,
stage13-20260727-reverify-remediation,601012,fund_flow_price,chart,AVAILABLE,Stage 5 v_stock_fund_flow_as_of_safe + qfq price,2026-01-27,2026-07-27,119,2026-07-27,charts/601012/fund_flow_price.png,5a683a324af3a07db38fb0abb3232b9d73b2017daafd800b3e1bda259ce24746,,
stage13-20260727-reverify-remediation,601012,limit_events,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close (confirmed only),,,0,2026-07-27,charts/601012/limit_events.png,26fe4bdd60b73fa3433f8ebdaea6a28817cd264dc7279273510c68f90ae3d7a1,,
stage13-20260727-reverify-remediation,601012,next_open_return,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close + Stage 5 v_stock_daily_qfq,,,0,2026-07-27,charts/601012/next_open_return.png,ad3b3d29fa7944d294b2f501588dee9b53aae01083b9fe44308b277e29d039d5,,
stage13-20260727-reverify-remediation,601012,price_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_trend_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/601012/price_ma.png,b5055cd511daddc58cf3c8102aee0c1e91c4068d1025c45061849d166bd06663,,
stage13-20260727-reverify-remediation,601012,range_40_breakouts,chart,PARTIAL,Stage 5 v_stock_daily_qfq + Stage 6 feat_style_daily,2026-06-01,2026-07-27,40,2026-07-27,charts/601012/range_40_breakouts.png,6852a815d4911336dea15c8cbd37c02efb1794b7c53b6b7606dcad5eca0b474c,,formal breakout-event markers are unavailable
stage13-20260727-reverify-remediation,601012,valuation_snapshot,chart,NOT_AVAILABLE,v_latest_stock_spot,,,0,2026-07-27,,,,local valuation snapshot is later than as_of_date; it is not backdated
stage13-20260727-reverify-remediation,601012,volume_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_price_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/601012/volume_ma.png,f41186aecb0a2b041a35c344845c43332cade5a31f665c8bf604100f1cae20b3,,
stage13-20260727-reverify-remediation,601500,activity_components,chart,AVAILABLE,database/akshare_features_stage7.duckdb:analysis.analysis_stock_activity,2026-07-27,2026-07-27,1,2026-07-27,charts/601500/activity_components.png,1aafe9dd5567f62f78ec61d4c7ec5cf37bc42b274e39a3d6ae0e1ce1e61ac9d3,,
stage13-20260727-reverify-remediation,601500,financial_trend,chart,AVAILABLE,Stage 5 fact_financial_statement (announcement-date visible),2023-08-29,2026-04-30,24,2026-07-27,charts/601500/financial_trend.png,28a53ba84bf164448ce0cb75a953f9aa20cecc1bbcd5eab00efe997849e638a0,,
stage13-20260727-reverify-remediation,601500,fund_flow_price,chart,AVAILABLE,Stage 5 v_stock_fund_flow_as_of_safe + qfq price,2026-01-27,2026-07-27,119,2026-07-27,charts/601500/fund_flow_price.png,0b61e36fc8f30200da9600bc9b57637a64fd59226fa2496ca0db83e35bcabc24,,
stage13-20260727-reverify-remediation,601500,limit_events,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close (confirmed only),,,0,2026-07-27,charts/601500/limit_events.png,072e8d37fe12de00baa9842c02d380916f887541aaec0635407a9d1f3edad587,,
stage13-20260727-reverify-remediation,601500,next_open_return,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close + Stage 5 v_stock_daily_qfq,,,0,2026-07-27,charts/601500/next_open_return.png,e05d75e0954761f74d62dbd3d59720be6248ef9ccb2f6bd3402c905f8bcbcaf3,,
stage13-20260727-reverify-remediation,601500,price_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_trend_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/601500/price_ma.png,5fa8f4edf664756e91dae14477a2b6d4ff4641acde1357fb710fea9375e1e2a9,,
stage13-20260727-reverify-remediation,601500,range_40_breakouts,chart,PARTIAL,Stage 5 v_stock_daily_qfq + Stage 6 feat_style_daily,2026-06-01,2026-07-27,40,2026-07-27,charts/601500/range_40_breakouts.png,4c7de871e0f409bfdb87ac6d0d9cc1b1512fb3e8be198d91646b6e2f6c47f4cf,,formal breakout-event markers are unavailable
stage13-20260727-reverify-remediation,601500,valuation_snapshot,chart,NOT_AVAILABLE,v_latest_stock_spot,,,0,2026-07-27,,,,local valuation snapshot is later than as_of_date; it is not backdated
stage13-20260727-reverify-remediation,601500,volume_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_price_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/601500/volume_ma.png,65166c3fcb467d11af5eed565d3c17b9bbb6dd8e9b5d2b1227dab4e11700fbb5,,
stage13-20260727-reverify-remediation,601636,activity_components,chart,AVAILABLE,database/akshare_features_stage7.duckdb:analysis.analysis_stock_activity,2026-07-27,2026-07-27,1,2026-07-27,charts/601636/activity_components.png,1ca44849dcd521bb60fdf6ff26d5c5d73ffb1c0a775d663c1c89dac1a20e3d34,,
stage13-20260727-reverify-remediation,601636,financial_trend,chart,AVAILABLE,Stage 5 fact_financial_statement (announcement-date visible),2023-08-29,2026-04-23,24,2026-07-27,charts/601636/financial_trend.png,635f519c9271ac9d5eaf3f70dd0b7b9bf560a894efce62804b375134e4955b25,,
stage13-20260727-reverify-remediation,601636,fund_flow_price,chart,AVAILABLE,Stage 5 v_stock_fund_flow_as_of_safe + qfq price,2026-01-27,2026-07-27,119,2026-07-27,charts/601636/fund_flow_price.png,4f00afac284097b79e78dbbd0d18624ebc8b93897e065378fe6aece54500003a,,
stage13-20260727-reverify-remediation,601636,limit_events,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close (confirmed only),,,0,2026-07-27,charts/601636/limit_events.png,bc0886f501179be0364e2b9f32f3309a766350484d7ca3f545ce05b371f17a03,,
stage13-20260727-reverify-remediation,601636,next_open_return,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close + Stage 5 v_stock_daily_qfq,,,0,2026-07-27,charts/601636/next_open_return.png,0308bfe925058af3ab31d704a2299d66a55e6096bafaf593725cbc2128fc26cd,,
stage13-20260727-reverify-remediation,601636,price_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_trend_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/601636/price_ma.png,61241b37b83a86b45de4b556d7aadaba4404994addc749c611c8ca85d822f962,,
stage13-20260727-reverify-remediation,601636,range_40_breakouts,chart,PARTIAL,Stage 5 v_stock_daily_qfq + Stage 6 feat_style_daily,2026-06-01,2026-07-27,40,2026-07-27,charts/601636/range_40_breakouts.png,3f8da637d441b9e264d6bb11d986133b36c46b2e970dd6b97c49ba9a8713808f,,formal breakout-event markers are unavailable
stage13-20260727-reverify-remediation,601636,valuation_snapshot,chart,NOT_AVAILABLE,v_latest_stock_spot,,,0,2026-07-27,,,,local valuation snapshot is later than as_of_date; it is not backdated
stage13-20260727-reverify-remediation,601636,volume_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_price_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/601636/volume_ma.png,d2a5b41973607cb401abb5b29812aed0a1845bfe09437dc76ac7749ede012f1f,,
stage13-20260727-reverify-remediation,603259,activity_components,chart,AVAILABLE,database/akshare_features_stage7.duckdb:analysis.analysis_stock_activity,2026-07-27,2026-07-27,1,2026-07-27,charts/603259/activity_components.png,4ba9b6c8c0036535db2957699989626756b0f74ace07196e97130ce1c4300875,,
stage13-20260727-reverify-remediation,603259,financial_trend,chart,AVAILABLE,Stage 5 fact_financial_statement (announcement-date visible),2023-08-01,2026-04-28,24,2026-07-27,charts/603259/financial_trend.png,00c4cf0b32149b873ae2cc90f48b9560789f3d98295dc093f951117a50e629d1,,
stage13-20260727-reverify-remediation,603259,fund_flow_price,chart,AVAILABLE,Stage 5 v_stock_fund_flow_as_of_safe + qfq price,2026-01-27,2026-07-27,119,2026-07-27,charts/603259/fund_flow_price.png,11214c65cfef173f95099459156ca7418742dac5de8c32a514c41add871788f6,,
stage13-20260727-reverify-remediation,603259,limit_events,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close (confirmed only),,,0,2026-07-27,charts/603259/limit_events.png,34a54e808547516996236cde54f20c38117f2390f0ee4b548df51bfd7ddba04d,,
stage13-20260727-reverify-remediation,603259,next_open_return,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close + Stage 5 v_stock_daily_qfq,,,0,2026-07-27,charts/603259/next_open_return.png,c7981c042dd889696710f2e9ba3f0d3aa9ce44769c18cb289a673b6429ce9c63,,
stage13-20260727-reverify-remediation,603259,price_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_trend_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/603259/price_ma.png,f6cb3c5b282d2c0a27e0c6706adc6407742fae4c7cfcaf1b7bd7d9b9b66b3d2a,,
stage13-20260727-reverify-remediation,603259,range_40_breakouts,chart,PARTIAL,Stage 5 v_stock_daily_qfq + Stage 6 feat_style_daily,2026-06-01,2026-07-27,40,2026-07-27,charts/603259/range_40_breakouts.png,1ed059ab30d521271c56c105e173f6e41498fe1af3e7d19085cded73fcbbd10a,,formal breakout-event markers are unavailable
stage13-20260727-reverify-remediation,603259,valuation_snapshot,chart,NOT_AVAILABLE,v_latest_stock_spot,,,0,2026-07-27,,,,local valuation snapshot is later than as_of_date; it is not backdated
stage13-20260727-reverify-remediation,603259,volume_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_price_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/603259/volume_ma.png,638ab82506002ab9135dbac1c0ec6dd241a79059ec5b2c9a957b331ad63dfc13,,
stage13-20260727-reverify-remediation,603799,activity_components,chart,AVAILABLE,database/akshare_features_stage7.duckdb:analysis.analysis_stock_activity,2026-07-27,2026-07-27,1,2026-07-27,charts/603799/activity_components.png,0eea9682e3554838c1ef9a000d206ac9d3029f6dbb73da8f4e5a8b6921fba086,,
stage13-20260727-reverify-remediation,603799,financial_trend,chart,AVAILABLE,Stage 5 fact_financial_statement (announcement-date visible),2023-08-26,2026-04-17,24,2026-07-27,charts/603799/financial_trend.png,bf6c1f8624e71bcbc472f66872e38bfdff93bc0ead0498953df8c80b9ee237b6,,
stage13-20260727-reverify-remediation,603799,fund_flow_price,chart,AVAILABLE,Stage 5 v_stock_fund_flow_as_of_safe + qfq price,2026-01-27,2026-07-27,119,2026-07-27,charts/603799/fund_flow_price.png,1f3442e3e0a6ac67d5083c272fd6e9e14993bd6c49db3bb35fc2d04eb9e21898,,
stage13-20260727-reverify-remediation,603799,limit_events,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close (confirmed only),,,0,2026-07-27,charts/603799/limit_events.png,6d38d25b7c73b7f3fdba97761e24bcab26868b2fc5ef70b69e4bab39af7b9ac3,,
stage13-20260727-reverify-remediation,603799,next_open_return,chart,AVAILABLE,Stage 6 feat_limit_event.raw_close + Stage 5 v_stock_daily_qfq,,,0,2026-07-27,charts/603799/next_open_return.png,574129f3a1f92096c4abb336c606ad7d9b5d080ca1819cdafd57afebbbe4458d,,
stage13-20260727-reverify-remediation,603799,price_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_trend_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/603799/price_ma.png,ebe78ddddcef8e973a97fc90594062972af5c84fc32c1c542b12ef94d6975be2,,
stage13-20260727-reverify-remediation,603799,range_40_breakouts,chart,PARTIAL,Stage 5 v_stock_daily_qfq + Stage 6 feat_style_daily,2026-06-01,2026-07-27,40,2026-07-27,charts/603799/range_40_breakouts.png,3029c774b8c7a7fda148dc3628f5cf61657d93dc8773d055cdc5197702f1aa4e,,formal breakout-event markers are unavailable
stage13-20260727-reverify-remediation,603799,valuation_snapshot,chart,NOT_AVAILABLE,v_latest_stock_spot,,,0,2026-07-27,,,,local valuation snapshot is later than as_of_date; it is not backdated
stage13-20260727-reverify-remediation,603799,volume_ma,chart,AVAILABLE,database/akshare_features_stage6.duckdb:feat_price_daily,2025-07-14,2026-07-27,252,2026-07-27,charts/603799/volume_ma.png,8085cf147cf177adc89f5bf2badb49d04fcb321d0c4e8638c2c2db7c21dea14a,,
