transform_run_id,source_dataset,source_field,canonical_field,data_type,source_unit,target_unit,scale_factor,nullable,required,mapping_status,mapping_evidence,notes
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,LONG_STAFFSALARY_PAYABLE_YOY,source_derived:c7d1c50b621ae3d3,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,MINORITY_EQUITY_YOY,source_derived:676b06e530325605,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,MONETARYFUNDS_YOY,source_derived:8ef000aa104ea946,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,NONCURRENT_ASSET_1YEAR_YOY,source_derived:b5f8be2f724ae4cb,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,NONCURRENT_ASSET_BALANCE_YOY,source_derived:4bcfe5cc7b9da88c,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,NONCURRENT_ASSET_OTHER_YOY,source_derived:0b69e55661aa3d68,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,NONCURRENT_LIAB_1YEAR_YOY,source_derived:350c77efe3fc7349,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,NONCURRENT_LIAB_BALANCE_YOY,source_derived:78c9d28a748fbbb7,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,NONCURRENT_LIAB_OTHER_YOY,source_derived:408b40822acb1476,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,NOTE_ACCOUNTS_PAYABLE_YOY,source_derived:444c37fecb4d68df,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,NOTE_ACCOUNTS_RECE_YOY,source_derived:95c5f8ff429c6a73,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,NOTE_PAYABLE_YOY,source_derived:c723a8d5a514731d,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,NOTE_RECE_YOY,source_derived:cce038aab71f56d2,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,OIL_GAS_ASSET_YOY,source_derived:b7de3f5971669187,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,OTHER_COMPRE_INCOME_YOY,source_derived:cbf609c2511129a6,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,OTHER_CREDITOR_INVEST_YOY,source_derived:836a91e53b9c563d,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,OTHER_CURRENT_ASSET_YOY,source_derived:d86103cf4d94ab2d,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,OTHER_CURRENT_LIAB_YOY,source_derived:6ed13cbd1315a5ec,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,OTHER_EQUITY_INVEST_YOY,source_derived:5f1e67adee3fdc07,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,OTHER_EQUITY_OTHER_YOY,source_derived:d53d2ff3bb300146,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,OTHER_EQUITY_TOOL_YOY,source_derived:9a3c7fd4d0cc9763,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,OTHER_NONCURRENT_ASSET_YOY,source_derived:dfe65469806daf51,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,OTHER_NONCURRENT_FINASSET_YOY,source_derived:ede949f5973aecfd,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,OTHER_NONCURRENT_LIAB_YOY,source_derived:920a0253d2507577,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,OTHER_PAYABLE_YOY,source_derived:1f4bab9598579e22,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,OTHER_RECE_YOY,source_derived:562bc3c89970457e,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,PARENT_EQUITY_BALANCE_YOY,source_derived:b437eff40246b6e9,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,PARENT_EQUITY_OTHER_YOY,source_derived:40c954fde7644205,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,PERPETUAL_BOND_PAYBALE_YOY,source_derived:831ae9438b4ec0ce,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,PERPETUAL_BOND_YOY,source_derived:198e8a90f073fbdf,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,PREDICT_CURRENT_LIAB_YOY,source_derived:aa73e88cd1b60982,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,PREDICT_LIAB_YOY,source_derived:90fcafc400437611,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,PREFERRED_SHARES_PAYBALE_YOY,source_derived:759c506845e92923,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,PREFERRED_SHARES_YOY,source_derived:1f9435c861188dca,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,PREMIUM_RECE_YOY,source_derived:2bb1e88ebaddb4e1,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,PREPAYMENT_YOY,source_derived:acb5fca541bab636,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,PRODUCTIVE_BIOLOGY_ASSET_YOY,source_derived:22bf88e024c6d8da,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,PROJECT_MATERIAL_YOY,source_derived:2c36537a6ea4e2af,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,RC_RESERVE_RECE_YOY,source_derived:063ba3d66aa42e49,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,REINSURE_PAYABLE_YOY,source_derived:fb5ce9b4798fcff2,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,REINSURE_RECE_YOY,source_derived:5ecdd2b73af67c29,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,SELL_REPO_FINASSET_YOY,source_derived:ed3017917604fbf2,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,SETTLE_EXCESS_RESERVE_YOY,source_derived:8f87dce6f46c5995,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,SHARE_CAPITAL_YOY,source_derived:453ed1301cb398d4,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,SHORT_BOND_PAYABLE_YOY,source_derived:2244d61a7d78d3cc,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,SHORT_FIN_PAYABLE_YOY,source_derived:6857bb562adc6827,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,SHORT_LOAN_YOY,source_derived:74168ace8afecc61,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,SPECIAL_PAYABLE_YOY,source_derived:fad482365233b22d,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,SPECIAL_RESERVE_YOY,source_derived:08332c9ea89c509b,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,STAFF_SALARY_PAYABLE_YOY,source_derived:83b3847406803dd2,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,SUBSIDY_RECE_YOY,source_derived:0b1b46681efab280,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,SURPLUS_RESERVE_YOY,source_derived:910a8ba58e4cea75,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,TAX_PAYABLE_YOY,source_derived:05dc4ccb3302b69c,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,TOTAL_ASSETS_YOY,source_derived:5cd12d5699988b85,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,TOTAL_CURRENT_ASSETS_YOY,source_derived:fcfe68044a13347c,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,TOTAL_CURRENT_LIAB_YOY,source_derived:f3fa87925c39daa0,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,TOTAL_EQUITY_YOY,source_derived:10559ac34fcadb79,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,TOTAL_LIAB_EQUITY_YOY,source_derived:9bb90b1c915349a9,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,TOTAL_LIABILITIES_YOY,source_derived:7b1a3368f5f8a5fa,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,TOTAL_NONCURRENT_ASSETS_YOY,source_derived:25bf48d50925b130,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,TOTAL_NONCURRENT_LIAB_YOY,source_derived:0eade1712cdcf9b7,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,TOTAL_OTHER_PAYABLE_YOY,source_derived:eb2008dd97f131d3,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,TOTAL_OTHER_RECE_YOY,source_derived:8f84609944e0c411,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,TOTAL_PARENT_EQUITY_YOY,source_derived:3597b8933f8acf89,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,TRADE_FINASSET_NOTFVTPL_YOY,source_derived:4dfb20cb6d0f85b6,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,TRADE_FINASSET_YOY,source_derived:b657c6f3c30fbb4d,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,TRADE_FINLIAB_NOTFVTPL_YOY,source_derived:a819899368a55654,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,TRADE_FINLIAB_YOY,source_derived:47d9c741581a33ab,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,TREASURY_SHARES_YOY,source_derived:b6ea70b7293195e7,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,UNASSIGN_RPOFIT_YOY,source_derived:fc2019bafa5848d2,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,UNCONFIRM_INVEST_LOSS_YOY,source_derived:4a0ef6bbc3e6514f,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,USERIGHT_ASSET_YOY,source_derived:a74d97a069a04b26,source,percent_point,decimal,0.01,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,OPINION_TYPE,source_derived:8284e770b12c26af,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,OSOPINION_TYPE,source_derived:1e68567941eae6cc,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_balance_sheet_by_report_em,LISTING_STATE,source_derived:96d01fe55b300f2d,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,SECUCODE,source_derived:e44430b3eb84251e,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,SECURITY_CODE,symbol,source,,,1.0,True,False,mapped,Financial metadata field mapping,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,SECURITY_NAME_ABBR,source_derived:8a7075e1c91097de,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,ORG_CODE,source_derived:4fd7af85f8b03e86,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,ORG_TYPE,source_derived:8e7cfb6ff8c74c68,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,REPORT_DATE,report_period,source,,,1.0,True,False,mapped,Financial metadata field mapping,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,REPORT_TYPE,report_type,source,,,1.0,True,False,mapped,Financial metadata field mapping,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,REPORT_DATE_NAME,source_derived:2bca7cad996bba19,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,SECURITY_TYPE_CODE,source_derived:d946b4dd41b870b6,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,NOTICE_DATE,announcement_date,source,,,1.0,True,False,mapped,Financial metadata field mapping,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,UPDATE_DATE,source_update_date,source,,,1.0,True,False,mapped,Financial metadata field mapping,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,CURRENCY,currency,source,,,1.0,True,False,mapped,Financial metadata field mapping,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,SALES_SERVICES,source_derived:a4e5b12064893e43,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,DEPOSIT_INTERBANK_ADD,source_derived:d077ca6ec040fea8,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,LOAN_PBC_ADD,source_derived:1ce676bc46b6e7ad,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,OFI_BF_ADD,source_derived:8229bbd65bcc7c0c,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,RECEIVE_ORIGIC_PREMIUM,source_derived:f90d0e69dbe1d0e2,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,RECEIVE_REINSURE_NET,source_derived:8981b5e1b92ef773,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,INSURED_INVEST_ADD,source_derived:5c53bfcda607241e,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,DISPOSAL_TFA_ADD,source_derived:e603f632c5d42aaa,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,RECEIVE_INTEREST_COMMISSION,source_derived:997c6725e2ad4858,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,BORROW_FUND_ADD,source_derived:03ac18a08d1db8ab,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,LOAN_ADVANCE_REDUCE,source_derived:4eac0a6a964acf66,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,REPO_BUSINESS_ADD,source_derived:7473df8f0a1401ca,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,RECEIVE_TAX_REFUND,source_derived:1940014f701bb27f,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,RECEIVE_OTHER_OPERATE,source_derived:edb29de4cace8880,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,OPERATE_INFLOW_OTHER,source_derived:6002a81524e2beac,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,OPERATE_INFLOW_BALANCE,source_derived:b722340e307269c1,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,TOTAL_OPERATE_INFLOW,source_derived:4ae76560b94aa27c,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,BUY_SERVICES,source_derived:31bcadeb861443ab,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,LOAN_ADVANCE_ADD,source_derived:a7becdb32baba970,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,PBC_INTERBANK_ADD,source_derived:ae0825afb882b65c,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,PAY_ORIGIC_COMPENSATE,source_derived:334fdc31236d9ed3,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,PAY_INTEREST_COMMISSION,source_derived:6294667cabe4ccb0,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,PAY_POLICY_BONUS,source_derived:56116e224b3a6625,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,PAY_STAFF_CASH,source_derived:e4f588bc4db03325,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,PAY_ALL_TAX,source_derived:1c288932cd06fa22,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
31635b34-d1ee-46d4-9c0f-32ae3f30d567,stock_cash_flow_sheet_by_report_em,PAY_OTHER_OPERATE,source_derived:7b1170e1fd91651e,source,CNY_yuan,CNY_yuan,1.0,True,False,passthrough,Raw wide field preserved as traceable long-form item,
